open,high,low,close,volume,market_cap,foreign,ndq,s&p,kosdaq,kospi,base rate
1.0,0.998504293391415,0.9979568902953743,0.9962410795251145,-0.08324125431743724,0.9892926822362307,0.2957029030845701,0.014279977090309431,-0.03187026337369618,0.23425736819446547,0.4599616930779803,0.04921052216782171
0.998504293391415,1.0,0.9978988736360032,0.9983093407601159,-0.07334319286534964,0.990441605570996,0.2918964015844991,0.011240752026786174,-0.035019622379461685,0.23079531759625632,0.4548461199537168,0.05268979423159184
0.9979568902953743,0.9978988736360032,1.0,0.9984226858893965,-0.0966253992271345,0.9927758980927499,0.3030892449980993,0.020356982085164576,-0.02463867553174519,0.24127655158051503,0.46957093307347375,0.04157253187576052
0.9962410795251145,0.9983093407601159,0.9984226858893965,1.0,-0.08457005909270544,0.9930848917706216,0.29704212799767493,0.014730555805926974,-0.030266696588110674,0.2349229115188385,0.4621880160431254,0.047885349298972875
-0.08324125431743724,-0.07334319286534964,-0.0966253992271345,-0.08457005909270544,1.0,-0.10959750126941369,-0.23894620317009116,-0.11330194871817995,-0.1638586488349182,-0.1323284086324755,-0.09340623676688609,0.15945802117404298
0.9892926822362307,0.990441605570996,0.9927758980927499,0.9930848917706216,-0.10959750126941369,1.0,0.38367642756163084,0.08436915438644678,0.04023136322071913,0.31403428990560234,0.5146044659101605,-0.044573867477781394
0.2957029030845701,0.2918964015844991,0.3030892449980993,0.29704212799767493,-0.23894620317009116,0.38367642756163084,1.0,0.6080460805416645,0.5500510522419353,0.7329588479086623,0.437765881712003,-0.7512713957273647
0.014279977090309431,0.011240752026786174,0.020356982085164576,0.014730555805926974,-0.11330194871817995,0.08436915438644678,0.6080460805416645,1.0,0.8370482975501229,0.7615200405775443,0.5686669982729659,-0.8320723299515359
-0.03187026337369618,-0.035019622379461685,-0.02463867553174519,-0.030266696588110674,-0.1638586488349182,0.04023136322071913,0.5500510522419353,0.8370482975501229,1.0,0.7054236044470583,0.5641208115085922,-0.7503083615372682
0.23425736819446547,0.23079531759625632,0.24127655158051503,0.2349229115188385,-0.1323284086324755,0.31403428990560234,0.7329588479086623,0.7615200405775443,0.7054236044470583,1.0,0.7643939190930464,-0.7706342115300245
0.4599616930779803,0.4548461199537168,0.46957093307347375,0.4621880160431254,-0.09340623676688609,0.5146044659101605,0.437765881712003,0.5686669982729659,0.5641208115085922,0.7643939190930464,1.0,-0.4942735502651641
0.04921052216782171,0.05268979423159184,0.04157253187576052,0.047885349298972875,0.15945802117404298,-0.044573867477781394,-0.7512713957273647,-0.8320723299515359,-0.7503083615372682,-0.7706342115300245,-0.4942735502651641,1.0
