open,high,low,close,volume,market_cap,foreign,ndq,s&p,kosdaq,kospi,base rate
1.0,0.9987924772474316,0.9988632454891305,0.9974748196191359,-0.13532391989053874,0.9970202159034802,0.15228742044063268,-0.7092385602219055,-0.6041298327178696,-0.6473465277971875,-0.29306331412524844,0.7983684236103283
0.9987924772474316,1.0,0.9987372586414196,0.9990339921726317,-0.11886511412751591,0.9984938885801156,0.14733547831554195,-0.7098732130462883,-0.6056216593761921,-0.6483363576607822,-0.2926753928362222,0.8000919175707962
0.9988632454891305,0.9987372586414196,1.0,0.9989087789627202,-0.14697516171726757,0.9984621295300055,0.1562243264237103,-0.7085882960198335,-0.6028164955670893,-0.6450117047752929,-0.2900264834486758,0.7967468256426669
0.9974748196191359,0.9990339921726317,0.9989087789627202,1.0,-0.13124810499691345,0.9994687981071809,0.15195500938362025,-0.7088891616919635,-0.6034007532270756,-0.6458867276496425,-0.28962546325596167,0.7983774202199034
-0.13532391989053874,-0.11886511412751591,-0.14697516171726757,-0.13124810499691345,1.0,-0.14332598816237774,-0.6434488259893605,0.3027025152893461,0.22910932677786347,0.16577570913303707,0.12057343484091039,-0.25297361249046874
0.9970202159034802,0.9984938885801156,0.9984621295300055,0.9994687981071809,-0.14332598816237774,1.0,0.16918804180715916,-0.723288657796172,-0.6168960900457664,-0.65215070312967,-0.29669896854376354,0.803317317852112
0.15228742044063268,0.14733547831554195,0.1562243264237103,0.15195500938362025,-0.6434488259893605,0.16918804180715916,1.0,-0.44768281515470526,-0.3265743542817504,-0.23237711211247,-0.1508707478848232,0.35728646186075586
-0.7092385602219055,-0.7098732130462883,-0.7085882960198335,-0.7088891616919635,0.3027025152893461,-0.723288657796172,-0.44768281515470526,1.0,0.8370482975501229,0.7615200405775443,0.5686669982729659,-0.8320723299515359
-0.6041298327178696,-0.6056216593761921,-0.6028164955670893,-0.6034007532270756,0.22910932677786347,-0.6168960900457664,-0.3265743542817504,0.8370482975501229,1.0,0.7054236044470583,0.5641208115085922,-0.7503083615372682
-0.6473465277971875,-0.6483363576607822,-0.6450117047752929,-0.6458867276496425,0.16577570913303707,-0.65215070312967,-0.23237711211247,0.7615200405775443,0.7054236044470583,1.0,0.7643939190930464,-0.7706342115300245
-0.29306331412524844,-0.2926753928362222,-0.2900264834486758,-0.28962546325596167,0.12057343484091039,-0.29669896854376354,-0.1508707478848232,0.5686669982729659,0.5641208115085922,0.7643939190930464,1.0,-0.4942735502651641
0.7983684236103283,0.8000919175707962,0.7967468256426669,0.7983774202199034,-0.25297361249046874,0.803317317852112,0.35728646186075586,-0.8320723299515359,-0.7503083615372682,-0.7706342115300245,-0.4942735502651641,1.0
